drop_id,drop_path,category,container_path,container_type,weight,item_id,quantity_min,quantity_max
Container_Pot_Ancient,Server/Drops/Items/Container_Pot_Ancient.json,Items,Container/Containers[3]/Containers[0],Single,25,Weapon_Arrow_Crude,1,5
Container_Pot_Ancient,Server/Drops/Items/Container_Pot_Ancient.json,Items,Container/Containers[4]/Containers[0],Single,20,Ingredient_Salt,1,1
Container_Pot_Clay,Server/Drops/Items/Container_Pot_Clay.json,Items,Container/Containers[0]/Containers[0],Single,100,Plant_Fruit_Apple,1,1
Container_Pot_Clay,Server/Drops/Items/Container_Pot_Clay.json,Items,Container/Containers[1]/Containers[0],Single,100,Plant_Fruit_Berries_Red,1,1
Container_Pot_Clay,Server/Drops/Items/Container_Pot_Clay.json,Items,Container/Containers[2]/Containers[0],Single,50,Ingredient_Hide_Light,1,1
Container_Pot_Clay,Server/Drops/Items/Container_Pot_Clay.json,Items,Container/Containers[3]/Containers[0],Single,25,Weapon_Arrow_Crude,1,5
Container_Pot_Clay,Server/Drops/Items/Container_Pot_Clay.json,Items,Container/Containers[4]/Containers[0],Single,20,Ingredient_Salt,1,1
Container_Pot_Clay_Tall,Server/Drops/Items/Container_Pot_Clay_Tall.json,Items,Container/Containers[0]/Containers[0],Single,100,Plant_Fruit_Apple,1,1
Container_Pot_Clay_Tall,Server/Drops/Items/Container_Pot_Clay_Tall.json,Items,Container/Containers[1]/Containers[0],Single,100,Plant_Fruit_Berries_Red,1,1
Container_Pot_Clay_Tall,Server/Drops/Items/Container_Pot_Clay_Tall.json,Items,Container/Containers[2]/Containers[0],Single,75,Ingredient_Hide_Light,1,1
Container_Pot_Clay_Tall,Server/Drops/Items/Container_Pot_Clay_Tall.json,Items,Container/Containers[3]/Containers[0],Single,35,Weapon_Arrow_Crude,1,5
Container_Pot_Clay_Tall,Server/Drops/Items/Container_Pot_Clay_Tall.json,Items,Container/Containers[4]/Containers[0],Single,30,Ingredient_Salt,1,1
Container_Pot_Jar_Blue,Server/Drops/Items/Container_Pot_Jar_Blue.json,Items,Container/Containers[0]/Containers[0],Single,100,Plant_Fruit_Apple,1,1
Container_Pot_Jar_Blue,Server/Drops/Items/Container_Pot_Jar_Blue.json,Items,Container/Containers[1]/Containers[0],Single,100,Plant_Fruit_Berries_Red,1,1
Container_Pot_Jar_Blue,Server/Drops/Items/Container_Pot_Jar_Blue.json,Items,Container/Containers[2]/Containers[0],Single,50,Ingredient_Hide_Light,1,1
Container_Pot_Jar_Blue,Server/Drops/Items/Container_Pot_Jar_Blue.json,Items,Container/Containers[3]/Containers[0],Single,25,Weapon_Arrow_Crude,1,5
Container_Pot_Jar_Blue,Server/Drops/Items/Container_Pot_Jar_Blue.json,Items,Container/Containers[4]/Containers[0],Single,20,Ingredient_Salt,1,1
Iron_Stack,Server/Drops/Items/Iron_Stack.json,Items,Container/Containers[0],Single,,Ingredient_Bar_Iron,1,2
Spider_Cocoon,Server/Drops/Items/Spider_Cocoon.json,Items,Container/Containers[0],Single,,Deco_Bone_Skulls,1,2
Drop_Bear_Grizzly,Server/Drops/NPCs/Beast/Drop_Bear_Grizzly.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Hide_Heavy,1,2
Drop_Bear_Grizzly,Server/Drops/NPCs/Beast/Drop_Bear_Grizzly.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Food_Wildmeat_Raw,2,3
Drop_Bear_Polar,Server/Drops/NPCs/Beast/Drop_Bear_Polar.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Hide_Heavy,2,3
Drop_Bear_Polar,Server/Drops/NPCs/Beast/Drop_Bear_Polar.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Food_Wildmeat_Raw,2,3
Drop_Cactee,Server/Drops/NPCs/Beast/Drop_Cactee.json,NPCs,Container/Containers[0],Single,100,Plant_Cactus_1,1,1
Drop_Cactee,Server/Drops/NPCs/Beast/Drop_Cactee.json,NPCs,Container/Containers[1],Single,100,Plant_Cactus_2,1,1
Drop_Cactee,Server/Drops/NPCs/Beast/Drop_Cactee.json,NPCs,Container/Containers[2],Single,100,Plant_Cactus_3,1,1
Drop_Crocodile,Server/Drops/NPCs/Beast/Drop_Crocodile.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Hide_Heavy,2,3
Drop_Crocodile,Server/Drops/NPCs/Beast/Drop_Crocodile.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Food_Wildmeat_Raw,2,3
Drop_Emberwulf,Server/Drops/NPCs/Beast/Drop_Emberwulf.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Hide_Heavy,1,2
Drop_Emberwulf,Server/Drops/NPCs/Beast/Drop_Emberwulf.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Fire_Essence,2,3
Drop_Fox,Server/Drops/NPCs/Beast/Drop_Fox.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Drop_Grooble,Server/Drops/NPCs/Beast/Drop_Grooble.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Drop_Hyena,Server/Drops/NPCs/Beast/Drop_Hyena.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Drop_Hyena,Server/Drops/NPCs/Beast/Drop_Hyena.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Medium,1,2
Drop_Larva_Silk,Server/Drops/NPCs/Beast/Drop_Larva_Silk.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Drop_Leopard_Snow,Server/Drops/NPCs/Beast/Drop_Leopard_Snow.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,4,8
Drop_Leopard_Snow,Server/Drops/NPCs/Beast/Drop_Leopard_Snow.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Medium,1,2
Drop_Lizard_Sand,Server/Drops/NPCs/Beast/Drop_Lizard_Sand.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Drop_Lizard_Sand,Server/Drops/NPCs/Beast/Drop_Lizard_Sand.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Medium,1,2
Drop_Molerat,Server/Drops/NPCs/Beast/Drop_Molerat.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Drop_Molerat,Server/Drops/NPCs/Beast/Drop_Molerat.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Light,1,1
Drop_Mushee,Server/Drops/NPCs/Beast/Drop_Mushee.json,NPCs,Container,Single,100,Plant_Crop_Mushroom_Cap_Red,1,1
Drop_Raptor_Cave,Server/Drops/NPCs/Beast/Drop_Raptor_Cave.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Hide_Medium,2,3
Drop_Raptor_Cave,Server/Drops/NPCs/Beast/Drop_Raptor_Cave.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Food_Wildmeat_Raw,2,3
Drop_Rat,Server/Drops/NPCs/Beast/Drop_Rat.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Drop_Rat,Server/Drops/NPCs/Beast/Drop_Rat.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Light,1,1
Drop_Rex_Cave,Server/Drops/NPCs/Beast/Drop_Rex_Cave.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Hide_Heavy,2,3
Drop_Rex_Cave,Server/Drops/NPCs/Beast/Drop_Rex_Cave.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Food_Wildmeat_Raw,2,3
Drop_Scarak_Broodmother,Server/Drops/NPCs/Beast/Drop_Scarak_Broodmother.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Sac_Venom,2,3
Drop_Scarak_Broodmother,Server/Drops/NPCs/Beast/Drop_Scarak_Broodmother.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Chitin_Sturdy,4,6
Drop_Scarak_Defender,Server/Drops/NPCs/Beast/Drop_Scarak_Defender.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Chitin_Sturdy,2,3
Drop_Scarak_Fighter,Server/Drops/NPCs/Beast/Drop_Scarak_Fighter.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Chitin_Sturdy,1,2
Drop_Scarak_Fighter_Royal_Guard,Server/Drops/NPCs/Beast/Drop_Scarak_Fighter_Royal_Guard.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Chitin_Sturdy,2,3
Drop_Scarak_Louse,Server/Drops/NPCs/Beast/Drop_Scarak_Louse.json,NPCs,Container/Containers[0]/Containers[0],Single,30,Ingredient_Chitin_Sturdy,1,1
Drop_Scorpion,Server/Drops/NPCs/Beast/Drop_Scorpion.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Sac_Venom,1,1
Drop_Scorpion,Server/Drops/NPCs/Beast/Drop_Scorpion.json,NPCs,Container/Containers[1]/Containers[0],Single,50,Ingredient_Chitin_Sturdy,1,1
Drop_Slug_Magma,Server/Drops/NPCs/Beast/Drop_Slug_Magma.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Drop_Slug_Magma,Server/Drops/NPCs/Beast/Drop_Slug_Magma.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Medium,1,2
Drop_Slug_Magma,Server/Drops/NPCs/Beast/Drop_Slug_Magma.json,NPCs,Container/Containers[2]/Containers[0],Single,100,Ingredient_Fire_Essence,1,2
Drop_Snail_Frost,Server/Drops/NPCs/Beast/Drop_Snail_Frost.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Drop_Snail_Frost,Server/Drops/NPCs/Beast/Drop_Snail_Frost.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Ice_Essence,1,2
Drop_Snail_Magma,Server/Drops/NPCs/Beast/Drop_Snail_Magma.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Drop_Snail_Magma,Server/Drops/NPCs/Beast/Drop_Snail_Magma.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Fire_Essence,1,2
Drop_Snake_Cobra,Server/Drops/NPCs/Beast/Drop_Snake_Cobra.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Sac_Venom,1,1
Drop_Snake_Marsh,Server/Drops/NPCs/Beast/Drop_Snake_Marsh.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Sac_Venom,1,1
Drop_Snake_Rattle,Server/Drops/NPCs/Beast/Drop_Snake_Rattle.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Sac_Venom,1,1
Drop_Spark_Living,Server/Drops/NPCs/Beast/Drop_Spark_Living.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Fire_Essence,0,1
Drop_Spider,Server/Drops/NPCs/Beast/Drop_Spider.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Sac_Venom,1,1
Drop_Spider_Cave,Server/Drops/NPCs/Beast/Drop_Spider_Cave.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Sac_Venom,1,1
Drop_Tiger_Sabertooth,Server/Drops/NPCs/Beast/Drop_Tiger_Sabertooth.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Drop_Tiger_Sabertooth,Server/Drops/NPCs/Beast/Drop_Tiger_Sabertooth.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Medium,1,2
Drop_Toad_Rhino,Server/Drops/NPCs/Beast/Drop_Toad_Rhino.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Drop_Toad_Rhino,Server/Drops/NPCs/Beast/Drop_Toad_Rhino.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Medium,1,4
Drop_Toad_Rhino_Magma,Server/Drops/NPCs/Beast/Drop_Toad_Rhino_Magma.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,2
Drop_Toad_Rhino_Magma,Server/Drops/NPCs/Beast/Drop_Toad_Rhino_Magma.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Medium,1,2
Drop_Wolf_Black,Server/Drops/NPCs/Beast/Drop_Wolf_Black.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Wolf_Black,Server/Drops/NPCs/Beast/Drop_Wolf_Black.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Medium,1,2
Drop_Wolf_Outlander_Priest,Server/Drops/NPCs/Beast/Drop_Wolf_Outlander_Priest.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Wolf_Outlander_Priest,Server/Drops/NPCs/Beast/Drop_Wolf_Outlander_Priest.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Medium,1,2
Drop_Wolf_Outlander_Sorcerer,Server/Drops/NPCs/Beast/Drop_Wolf_Outlander_Sorcerer.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Wolf_Outlander_Sorcerer,Server/Drops/NPCs/Beast/Drop_Wolf_Outlander_Sorcerer.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Medium,1,2
Drop_Wolf_White,Server/Drops/NPCs/Beast/Drop_Wolf_White.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Wolf_White,Server/Drops/NPCs/Beast/Drop_Wolf_White.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Medium,1,2
Drop_Yeti,Server/Drops/NPCs/Beast/Drop_Yeti.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Hide_Heavy,2,4
Drop_Yeti,Server/Drops/NPCs/Beast/Drop_Yeti.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Ice_Essence,2,3
Drop_Wildlife,Server/Drops/NPCs/Drop_Wildlife.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,,
Drop_Wildlife,Server/Drops/NPCs/Drop_Wildlife.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Hide_Light,1,1
Drop_Dragon_Fire,Server/Drops/NPCs/Elemental/Drop_Dragon_Fire.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Cindercloth,1,3
Drop_Golem_Crystal_Earth,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Earth.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Rock_Stone_Cobble,14,28
Drop_Golem_Crystal_Earth,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Earth.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Crystal_Green,3,7
Drop_Golem_Crystal_Earth,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Earth.json,NPCs,Container/Containers[2]/Containers[0],Single,100,Rock_Gem_Emerald,1,1
Drop_Golem_Crystal_Flame,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Flame.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Rock_Stone_Cobble,25,25
Drop_Golem_Crystal_Flame,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Flame.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Crystal_Red,15,15
Drop_Golem_Crystal_Flame,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Flame.json,NPCs,Container/Containers[2]/Containers[0],Single,100,Ingredient_Fabric_Scrap_Cindercloth,1,3
Drop_Golem_Crystal_Flame,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Flame.json,NPCs,Container/Containers[3]/Containers[0],Single,100,Rock_Gem_Ruby,1,1
Drop_Golem_Crystal_Frost,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Frost.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Rock_Stone_Cobble,25,25
Drop_Golem_Crystal_Frost,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Frost.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Crystal_Blue,15,15
Drop_Golem_Crystal_Frost,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Frost.json,NPCs,Container/Containers[2]/Containers[0],Single,100,Rock_Gem_Sapphire,1,1
Drop_Golem_Crystal_Sand,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Sand.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Rock_Stone_Cobble,25,25
Drop_Golem_Crystal_Sand,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Sand.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Crystal_Cyan,15,15
Drop_Golem_Crystal_Sand,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Sand.json,NPCs,Container/Containers[2]/Containers[0],Single,100,Rock_Gem_Zephyr,1,1
Drop_Golem_Crystal_Thunder,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Thunder.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Rock_Stone_Cobble,25,25
Drop_Golem_Crystal_Thunder,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Thunder.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Crystal_Yellow,15,15
Drop_Golem_Crystal_Thunder,Server/Drops/NPCs/Elemental/Drop_Golem_Crystal_Thunder.json,NPCs,Container/Containers[2]/Containers[0],Single,100,Rock_Gem_Topaz,1,1
Drop_Golem_Firesteel,Server/Drops/NPCs/Elemental/Drop_Golem_Firesteel.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Fire_Essence,2,5
Drop_Golem_Firesteel,Server/Drops/NPCs/Elemental/Drop_Golem_Firesteel.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Bar_Iron,1,2
Drop_Spirit_Ember,Server/Drops/NPCs/Elemental/Drop_Spirit_Ember.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Fire_Essence,2,3
Drop_Spirit_Frost,Server/Drops/NPCs/Elemental/Drop_Spirit_Frost.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Ice_Essence,2,3
Drop_Spirit_Root,Server/Drops/NPCs/Elemental/Drop_Spirit_Root.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Life_Essence,2,3
Drop_Spirit_Thunder,Server/Drops/NPCs/Elemental/Drop_Spirit_Thunder.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Lightning_Essence,2,3
Drop_Archaeopteryx,Server/Drops/NPCs/Flying_Beast/Drop_Archaeopteryx.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Archaeopteryx,Server/Drops/NPCs/Flying_Beast/Drop_Archaeopteryx.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Blue,1,2
Drop_Pterodactyl,Server/Drops/NPCs/Flying_Beast/Drop_Pterodactyl.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Pterodactyl,Server/Drops/NPCs/Flying_Beast/Drop_Pterodactyl.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Blue,1,2
Drop_Scarak_Seeker,Server/Drops/NPCs/Flying_Beast/Drop_Scarak_Seeker.json,NPCs,Container/Containers[0]/Containers[0],Single,50,Ingredient_Sac_Venom,1,1
Drop_Scarak_Seeker,Server/Drops/NPCs/Flying_Beast/Drop_Scarak_Seeker.json,NPCs,Container/Containers[0]/Containers[1],Single,50,Ingredient_Chitin_Sturdy,1,1
Drop_Vulture,Server/Drops/NPCs/Flying_Beast/Drop_Vulture.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Vulture,Server/Drops/NPCs/Flying_Beast/Drop_Vulture.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Dark,1,2
Drop_Bluebird,Server/Drops/NPCs/Flying_Critter/Drop_Bluebird.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Bluebird,Server/Drops/NPCs/Flying_Critter/Drop_Bluebird.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Blue,1,1
Drop_Crow,Server/Drops/NPCs/Flying_Critter/Drop_Crow.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Crow,Server/Drops/NPCs/Flying_Critter/Drop_Crow.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Dark,1,2
Drop_Finch_Green,Server/Drops/NPCs/Flying_Critter/Drop_Finch_Green.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Finch_Green,Server/Drops/NPCs/Flying_Critter/Drop_Finch_Green.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Red,1,2
Drop_Owl_Brown,Server/Drops/NPCs/Flying_Critter/Drop_Owl_Brown.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Owl_Brown,Server/Drops/NPCs/Flying_Critter/Drop_Owl_Brown.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Dark,1,2
Drop_Owl_Snow,Server/Drops/NPCs/Flying_Critter/Drop_Owl_Snow.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Owl_Snow,Server/Drops/NPCs/Flying_Critter/Drop_Owl_Snow.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Red,1,2
Drop_Parrot,Server/Drops/NPCs/Flying_Critter/Drop_Parrot.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Parrot,Server/Drops/NPCs/Flying_Critter/Drop_Parrot.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Red,1,2
Drop_Pigeon,Server/Drops/NPCs/Flying_Critter/Drop_Pigeon.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Pigeon,Server/Drops/NPCs/Flying_Critter/Drop_Pigeon.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Light,1,2
Drop_Sparrow,Server/Drops/NPCs/Flying_Critter/Drop_Sparrow.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Sparrow,Server/Drops/NPCs/Flying_Critter/Drop_Sparrow.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Dark,1,2
Drop_Woodpecker,Server/Drops/NPCs/Flying_Critter/Drop_Woodpecker.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Woodpecker,Server/Drops/NPCs/Flying_Critter/Drop_Woodpecker.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Red,1,2
Drop_Duck,Server/Drops/NPCs/Flying_Wildlife/Drop_Duck.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Duck,Server/Drops/NPCs/Flying_Wildlife/Drop_Duck.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Red,1,2
Drop_Flamingo,Server/Drops/NPCs/Flying_Wildlife/Drop_Flamingo.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Flamingo,Server/Drops/NPCs/Flying_Wildlife/Drop_Flamingo.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Red,1,2
Drop_Hawk,Server/Drops/NPCs/Flying_Wildlife/Drop_Hawk.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Hawk,Server/Drops/NPCs/Flying_Wildlife/Drop_Hawk.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Dark,1,2
Drop_Raven,Server/Drops/NPCs/Flying_Wildlife/Drop_Raven.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,1
Drop_Raven,Server/Drops/NPCs/Flying_Wildlife/Drop_Raven.json,NPCs,Container/Containers[1]/Containers[0],Single,100,Ingredient_Feathers_Dark,1,2
Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,NPCs,Container/Containers[0]/Containers[0],Single,50,Food_Wildmeat_Raw,1,4
Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,NPCs,Container/Containers[0]/Containers[1],Single,50,Food_Chicken_Raw,2,2
Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,NPCs,Container/Containers[1]/Containers[0],Single,75,Ingredient_Bar_Iron,1,2
Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,NPCs,Container/Containers[1]/Containers[1],Single,25,Ingredient_Bar_Cobalt,1,2
Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,NPCs,Container/Containers[2]/Containers[0],Single,10,Potion_Health,,
Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,NPCs,Container/Containers[3]/Containers[0],Single,5,Potion_Health,,
Drop_Bramblekin,Server/Drops/NPCs/Intelligent/Drop_Bramblekin.json,NPCs,Container/Containers[4]/Containers[0],Single,0.1,Weapon_Sword_Doomed,1,4
Drop_Slothian,Server/Drops/NPCs/Intelligent/Drop_Slothian.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Food_Wildmeat_Raw,1,4
Drop_Slothian,Server/Drops/NPCs/Intelligent/Drop_Slothian.json,NPCs,Container/Containers[1]/Containers[0],Single,25,Food_Wildmeat_Raw,1,4
Drop_Slothian,Server/Drops/NPCs/Intelligent/Drop_Slothian.json,NPCs,Container/Containers[2]/Containers[0],Single,10,Food_Wildmeat_Raw,1,4
Drop_Slothian,Server/Drops/NPCs/Intelligent/Drop_Slothian.json,NPCs,Container/Containers[3]/Containers[0],Single,5,Food_Wildmeat_Raw,1,4
Drop_Slothian,Server/Drops/NPCs/Intelligent/Drop_Slothian.json,NPCs,Container/Containers[4]/Containers[0],Single,0.1,Food_Wildmeat_Raw,1,4
Drop_Feran_Burrower,Server/Drops/NPCs/Intelligent/Feran/Drop_Feran_Burrower.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Bone_Fragment,1,2
Drop_Feran_Burrower,Server/Drops/NPCs/Intelligent/Feran/Drop_Feran_Burrower.json,NPCs,Container/Containers[1]/Containers[0],Single,15,Weapon_Daggers_Bone,1,1
Drop_Feran_Civilian,Server/Drops/NPCs/Intelligent/Feran/Drop_Feran_Civilian.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Bone_Fragment,1,2
Drop_Feran_Longtooth,Server/Drops/NPCs/Intelligent/Feran/Drop_Feran_Longtooth.json,NPCs,Container/Containers[0]/Containers[0],Single,100,Ingredient_Bone_Fragment,1,2
